date,invoice_type,invoice_no,sku_code,product_category,brand_name,retailer_code,retailer_name,retailer_type,distributor_code,distributor_name,distributor_type,list_price,price_sold,quantity_sold,invoice_value,discount_amount,discount_percentage,unit_profit
2021-10-14,Normal,QRA-004-21RT04017140-01,5598003c701ddefb9f979fcc870488f8358a5da7,SKIN CLEANSING,Brand 13,ff1a111e147afd9103b80081905009778ca33361,Retailer 1271,INDEPENDENT,Q004,Distributor A,Exclusive,3.5,2.7,12,32.4,0.8,22.857143,0.25
2021-03-08,Normal,QRA-003-21RT10003540-01,80555d33d38e747dd2cda71e7990b97d88e898a7,SCRATCH COOKING AIDS,Brand 12,8cd7595bf37edbf6d6df8829f0c3fa988c08a201,Retailer 705,INDEPENDENT,Q003,Distributor D,Selective,1.6,1.5,24,36.0,0.1,6.25,0.38
2021-04-16,Normal,QRA-007-21RT05005570-01,60c042fe8c7dccfcba7e0bdb4ac554ae7cab259b,HAIR CARE,Brand 7,b94d5659b049cef9fa0fb8bc3d0d6315f35fdadd,Retailer 922,INDEPENDENT,Q007,Distributor C,Exclusive,5.6,5.45,6,32.7,0.15,2.6785715,1.53
2023-06-05,Normal,QRA-004-23RT02005940-01,f24c41169fd260733b4017a7a2602d1ce1ad8466,SKIN CLEANSING,Brand 17,1393ad4a0aae8305259edbd1f81fd94a4f0f7b7b,Retailer 102,CHAIN,Q004,Distributor A,Exclusive,5.9,3.95,6,23.7,1.95,33.050846,-0.18
2023-06-14,Normal,QRA-004-23RT03009780-01,18f46713e7fd79de28912286caf59772f505d857,SKIN CLEANSING,Brand 13,cdeb8aa42abfc91413dd36b5d25516837f731ffb,Retailer 1023,WHOLESALER,Q004,Distributor A,Exclusive,3.5,2.8,12,33.6,0.7,20.0,0.35
2024-07-30,Normal,QRA-003-24RT22001890-01,d0e4ffc76ece045e61915c615a8f3ddf5c3c9cb1,COOKING AIDS,Brand 12,2f5a09581f71d9cdda0eb05797694936a0adeee3,Retailer 243,INDEPENDENT,Q003,Distributor D,Selective,2.1,1.9,8,15.2,0.2,9.523809,0.43
2021-08-25,Normal,QRA-007-21RT01016050-01,faa5ef9b9d9e2187590a4c9c5ba74ae7ca83691a,HAIR CARE,Brand 25,3af23f85526727815c705b4a22de590a60c37cf8,Retailer 299,HEALTH AND BEAUTY,Q007,Distributor C,Exclusive,6.2,2.3,72,165.6,3.9,62.903225,-2.04
2021-08-30,Normal,QRA-007-21RT04014390-01,9fbc833ddd7135e0d51756f9b387671b0a668b4b,SKIN CARE,Brand 28,120d36887dcfee753f97efd2f2552cb6a71bbbf9,Retailer 96,INDEPENDENT,Q007,Distributor C,Exclusive,1.7,1.6,6,9.6,0.1,5.882353,0.41
2023-10-25,Normal,QRA-007-23RT01007400-01,33c1884aef0f5a3dce889056d1e9502e6f3e978d,HAIR CARE,Brand 7,3af23f85526727815c705b4a22de590a60c37cf8,Retailer 299,HEALTH AND BEAUTY,Q007,Distributor C,Exclusive,11.4,7.4,36,266.4,4.0,35.08772,-0.58
2023-11-16,Normal,QRA-003-23RT04015020-01,188e7fcd32e20a3a5c267bc88a545413e13cd04e,COOKING AIDS,Brand 12,45996429776ac597a878a5a143fa11acbf9e0a60,Retailer 354,INDEPENDENT,Q003,Distributor D,Selective,3.2,3.1,3,9.3,0.1,3.125,0.86
2023-01-06,Normal,QRA-006-23RT06000400-01,5ed27a8a17bd2ab8627317342f5cd73037414a9b,FABRIC CARE,Brand 2,0db80d677bf75a2fc36018f0ba22b712b5e97825,Retailer 72,INDEPENDENT,Q006,Distributor B,Direct,12.6,8.5,4,34.0,4.1,32.539684,-0.32
2022-07-25,Normal,QRA-004-22RT03011690-01,28a60b7a8201053d37cbde6d1c7d032a8b2243a5,SKIN CLEANSING,Brand 13,098a3d842e76b6ff55df14bf7e807fdee858ac6a,Retailer 46,INDEPENDENT,Q004,Distributor A,Exclusive,2.9,2.25,48,108.0,0.65,22.413794,0.22
2024-05-07,Normal,QRA-007-24RT05006670-01,0e3c01fbce38b853d4db9136d404dc3db6ed47cd,HAIR CARE,Brand 25,8313833d71be81bd3d28c1f636ed1a3bd35d40aa,Retailer 666,INDEPENDENT,Q007,Distributor C,Exclusive,9.7,5.8,6,34.8,3.9,40.206184,-0.99
2023-03-27,Normal,QRA-006-23RT03005020-01,893109e3883e63f03b47ec72228184895a5ef21b,FABRIC CARE,Brand 2,4e0c601935c96d47573996260cd8890a32538d33,Retailer 400,INDEPENDENT,Q006,Distributor B,Direct,12.6,8.5,2,17.0,4.1,32.539684,-0.32
2022-09-20,Normal,QRA-003-22RT06012900-01,c210848aeb8290936241eaa944c47f09a85b5bdc,COOKING AIDS,Brand 12,5fb162c9fd98d8ce99fe973e49d60e499d09aff0,Retailer 479,INDEPENDENT,Q003,Distributor D,Selective,1.9,1.45,12,17.4,0.45,23.68421,0.12
2021-06-03,Normal,QRA-006-21RT10008170-01,38049829cae8b05b2c965ffaf5f532b3765c4bb9,FABRIC CARE,Brand 2,26bc6d1f6d15ff593aee4fb93ae8c973f1ab4836,Retailer 202,INDEPENDENT,Q006,Distributor B,Direct,2.2,2.1,12,25.2,0.1,4.5454545,0.56
2023-04-28,Normal,QRA-003-23RT05005410-01,dd85307a4c3ba509ae652623ea052dbc96840fe3,COOKING AIDS,Brand 12,8c9cf78462fe727421cee082ccbf531cd8318c79,Retailer 704,INDEPENDENT,Q003,Distributor D,Selective,2.9,2.5,3,7.5,0.4,13.793103,0.47
2024-11-05,Normal,QRA-007-24RT21006350-01,77c4bec440377861a860d47a44040b7a0770cb39,SKIN CARE,Brand 28,07f317691c49caf14ac0beab7f4c68bf71858a13,Retailer 37,CHAIN,Q007,Distributor C,Exclusive,1.2,1.15,6,6.9,0.05,4.1666665,0.31
2021-11-19,Normal,QRA-007-21RT09006450-01,16f53f5ccec1a67d6ba8bcf621737ca068f3eacf,HAIR CARE,Brand 25,a6ec79a3ca7335835643015f94cf07516babe5a3,Retailer 832,CHAIN,Q007,Distributor C,Exclusive,9.4,5.3,3,15.9,4.1,43.61702,-1.28
2023-09-26,Normal,QRA-006-23RT04012350-01,26b5210c1a48eebefe04acf03b72185fcb76fff4,FABRIC CARE,Brand 2,29d6c780bd1460ecaf295e259053dc3f0cf24746,Retailer 216,INDEPENDENT,Q006,Distributor B,Direct,5.4,4.85,6,29.1,0.55,10.185185,1.07
2022-03-15,Normal,QRA-006-22RT06003820-01,b6aec03a3964524e684d134ca8fbf94c2c710611,FABRIC CARE,Brand 2,97f60b203e041db2e78b81052483d22090623741,Retailer 756,MINIMART,Q006,Distributor B,Direct,1.6,1.25,12,15.0,0.35,21.875,0.13
2021-10-12,Normal,QRA-003-21RT06015320-01,3c277fa366282c9ff5110831c4d05dffc9d8c7d3,SCRATCH COOKING AIDS,Brand 12,5fb162c9fd98d8ce99fe973e49d60e499d09aff0,Retailer 479,INDEPENDENT,Q003,Distributor D,Selective,1.7,1.4,10,14.0,0.3,17.647058,0.21
2021-07-05,Normal,QRA-004-21RT04010810-01,636d7cd17ec4fdf3d17ff3d424e9c90a928feffb,SKIN CLEANSING,Brand 13,6941811429c8aac7ba900cfd9ea56b0ccb146150,Retailer 519,SUPERMARKET,Q004,Distributor A,Exclusive,9.6,5.9,3,17.7,3.7,38.541668,-0.82
2023-03-29,Normal,QRA-006-23RT06004310-01,65199e0dd46a535950aa2065b68625d3691319fd,FABRIC CARE,Brand 2,fd10ab8267ea992bf37c0ca7efd0d14004071cb6,Retailer 1265,INDEPENDENT,Q006,Distributor B,Direct,3.0,2.05,6,12.3,0.95,31.666666,-0.05
2022-12-22,Normal,QRA-004-22RT01013790-01,ad25da713e47b2768b0b5d8f72f3073ec086b165,DEODORANTS & FRAGRANCES,Brand 21,07f317691c49caf14ac0beab7f4c68bf71858a13,Retailer 37,CHAIN,Q004,Distributor A,Exclusive,7.5,3.95,12,47.4,3.55,47.333332,-1.3
2024-01-17,Normal,QRA-007-24RT10001040-01,074f8ef3f14af463426fa1d6ecc6bd2f09f4306f,HAIR CARE,Brand 25,105ad35b867fa5b2f4d4e74417717a27b8813480,Retailer 88,INDEPENDENT,Q007,Distributor C,Exclusive,9.7,5.8,6,34.8,3.9,40.206184,-0.99
2021-08-16,Normal,QRA-004-21RT05010340-01,1330cf1674a8c5dfa51a9316b58b93b07666c7d5,SKIN CLEANSING,Brand 13,8c9cf78462fe727421cee082ccbf531cd8318c79,Retailer 704,INDEPENDENT,Q004,Distributor A,Exclusive,6.8,4.05,3,12.15,2.75,40.441177,-0.71
2021-01-18,Normal,QRA-004-21RT01001270-01,817ca24dc7587e5909a544030bf0fe3a47d94bc0,PERSONAL CARE,Brand 21,07f317691c49caf14ac0beab7f4c68bf71858a13,Retailer 37,CHAIN,Q004,Distributor A,Exclusive,3.3,2.2,3,6.6,1.1,33.333332,-0.11
2022-05-12,Normal,QRA-004-22RT04006770-01,3f2e2833eaa27d864d9a2853518c71375afddf50,SKIN CLEANSING,Brand 17,df993f921fdaa5d3a186f4dae4a1b7f67335bf82,Retailer 1120,CHAIN,Q004,Distributor A,Exclusive,8.2,5.45,6,32.7,2.75,33.536587,-0.29
2023-12-12,Normal,QRA-004-23RT04016500-01,1a04a3c1f776610a2cbeeab093f68d67a8da32fb,DEODORANTS & FRAGRANCES,Brand 21,ff1a111e147afd9103b80081905009778ca33361,Retailer 1271,INDEPENDENT,Q004,Distributor A,Exclusive,3.8,2.15,6,12.9,1.65,43.42105,-0.51
2022-11-02,Normal,QRA-006-22RT03017150-01,893109e3883e63f03b47ec72228184895a5ef21b,FABRIC CARE,Brand 2,626d4baa270d26ad966457a4d3aadbe7c33e6ea0,Retailer 491,HEALTH AND BEAUTY,Q006,Distributor B,Direct,12.6,8.5,8,68.0,4.1,32.539684,-0.32
2024-12-23,Normal,QRA-004-24RT22011240-01,99a5bcd145443a0624c7c76c8d6f90d9d3e20639,SKIN CLEANSING,Brand 7,a7a0c857ab156e3e25b57aa5a3032966f3681611,Retailer 839,INDEPENDENT,Q004,Distributor A,Exclusive,10.0,5.8,3,17.4,4.2,42.0,-1.2
2022-01-11,Normal,QRA-006-22RT05000720-01,2a0be77de06b3a7227cc38d6b74ec53fe6b6b7d4,FABRIC CARE,Brand 2,531e2070db0a4de8a95af40f39cc456da5c54eb6,Retailer 423,INDEPENDENT,Q006,Distributor B,Direct,12.6,10.8,8,86.4,1.8,14.285714,1.98
2023-06-13,Normal,QRA-007-23RT02006320-01,10f08447f9c59e4c3e256f76694986055c7b9813,SKIN CARE,Brand 28,97e86abf2aee0dd2e4982f0b47ecf6dcfd7cc77b,Retailer 755,CHAIN,Q007,Distributor C,Exclusive,3.5,3.45,12,41.4,0.05,1.4285715,1.0
2022-02-08,Normal,QRA-007-22RT01001370-01,d7c38ba07e3877bab6d00dc147c38f6c4345f102,SKIN CARE,Brand 28,97e86abf2aee0dd2e4982f0b47ecf6dcfd7cc77b,Retailer 755,CHAIN,Q007,Distributor C,Exclusive,2.2,1.85,6,11.1,0.35,15.909091,0.31
2022-12-22,Normal,QRA-007-22RT01013790-01,2730350f12eb7867475e2a212e762f322a8365b3,HAIR CARE,Brand 25,07f317691c49caf14ac0beab7f4c68bf71858a13,Retailer 37,CHAIN,Q007,Distributor C,Exclusive,6.4,4.25,3,12.75,2.15,33.59375,-0.23
2021-03-29,Normal,QRA-003-21RT04005330-01,6aa198740d5789997e11699e855f37f9e18d71c9,BEVERAGES,Brand 29,df993f921fdaa5d3a186f4dae4a1b7f67335bf82,Retailer 1120,CHAIN,Q003,Distributor D,Selective,6.1,4.35,6,26.1,1.75,28.688524,0.08
2023-05-09,Normal,QRA-004-23RT02004830-01,faabeae355ea375d8d0036942b56d235f26e17aa,SKIN CLEANSING,Brand 7,97e86abf2aee0dd2e4982f0b47ecf6dcfd7cc77b,Retailer 755,CHAIN,Q004,Distributor A,Exclusive,10.0,5.95,6,35.7,4.05,40.5,-1.05
2022-05-04,Normal,QRA-004-22RT04006240-01,5598003c701ddefb9f979fcc870488f8358a5da7,SKIN CLEANSING,Brand 13,ff1a111e147afd9103b80081905009778ca33361,Retailer 1271,INDEPENDENT,Q004,Distributor A,Exclusive,3.5,2.45,12,29.4,1.05,30.0,4.440892e-16
2021-04-30,Normal,QRA-007-21RT10006720-01,f18c193eeaf5d2c9b76aa9034e42c433cbe94f10,HAIR CARE,Brand 4,2667fd79238afce59db2e7dd09eb4ca86f392135,Retailer 199,INDEPENDENT,Q007,Distributor C,Exclusive,14.8,12.35,6,74.1,2.45,16.554054,1.99
2023-03-14,Normal,QRA-006-23RT05003340-01,bd6dde3580150a1895f82628c0886a5ace67ce6d,FABRIC CARE,Brand 2,47007f559dfa65b7d3930ab1e68325bdffd4ace6,Retailer 360,INDEPENDENT,Q006,Distributor B,Direct,11.0,8.7,4,34.8,2.3,20.90909,1.0
2024-09-27,Normal,QRA-003-24RT22005940-01,9108e71c1210fcd91bde4f40ea2b72b91a58271f,COOKING AIDS,Brand 12,0db80d677bf75a2fc36018f0ba22b712b5e97825,Retailer 72,INDEPENDENT,Q003,Distributor D,Selective,1.6,1.4,16,22.4,0.2,12.5,0.28
2021-07-27,Normal,QRA-003-21RT04012290-01,8477e576c5da7e4bd72bdf8bbbd9908605c2dd18,BEVERAGES,Brand 29,3e05ca2f41350b3e29a7a61ea4577f2f3a42cdfe,Retailer 318,INDEPENDENT,Q003,Distributor D,Selective,2.4,2.3,16,36.8,0.1,4.1666665,0.62
2021-01-13,Normal,QRA-007-21RT10000810-01,1b7d5b285d28fe8c3cdda020300875f2a999e34c,HAIR CARE,Brand 7,07c301cca55f5773607d27ee27b2d7646c0c6bbc,Retailer 33,INDEPENDENT,Q007,Distributor C,Exclusive,5.6,5.35,6,32.1,0.25,4.464286,1.43
2024-01-15,Normal,QRA-004-24RT01000430-01,29c806bdc319657a4dc2d77d3b829a38093a14d6,DEODORANTS & FRAGRANCES,Brand 21,07f317691c49caf14ac0beab7f4c68bf71858a13,Retailer 37,CHAIN,Q004,Distributor A,Exclusive,7.6,4.6,6,27.6,3.0,39.473682,-0.72
2024-04-04,Normal,QRA-004-24RT03005280-01,d23d4bbd60149f7badfaa3ea57fe5e76ba5621f4,SKIN CLEANSING,Brand 13,bfb10def28fe2a57794710294576f5a141d60fa2,Retailer 949,INDEPENDENT,Q004,Distributor A,Exclusive,2.9,2.1,3,6.3,0.8,27.586206,0.07
2021-06-10,Normal,QRA-004-21RT03009940-01,f86c28d92ea704a11d36a8370aaa930d8af903e2,SKIN CLEANSING,Brand 13,bfb10def28fe2a57794710294576f5a141d60fa2,Retailer 949,INDEPENDENT,Q004,Distributor A,Exclusive,6.8,4.25,6,25.5,2.55,37.5,-0.51
2023-02-07,Normal,QRA-003-23RT06001830-01,37424ee39eb4f20dcf29ceaa016cbc70cd448f7a,SCRATCH COOKING AIDS,Brand 12,1a090d780a94bad71111c32de3d620372b00ebff,Retailer 138,INDEPENDENT,Q003,Distributor D,Selective,1.7,1.6,36,57.6,0.1,5.882353,0.41
2021-02-03,Normal,QRA-003-21RT10002080-01,9a564f4c799ff1a12794b109b071028c66be7f2d,SCRATCH COOKING AIDS,Brand 12,07c301cca55f5773607d27ee27b2d7646c0c6bbc,Retailer 33,INDEPENDENT,Q003,Distributor D,Selective,2.8,2.7,8,21.6,0.1,3.5714285,0.74
2022-08-18,Normal,QRA-004-22RT03012770-01,18924facf310f4d6a99e2e897509c9c6b4b3f208,SKIN CLEANSING,Brand 13,bfb10def28fe2a57794710294576f5a141d60fa2,Retailer 949,INDEPENDENT,Q004,Distributor A,Exclusive,10.1,5.45,3,16.35,4.65,46.039604,-1.62
2021-04-29,Normal,QRA-007-21RT04007230-01,582c92e77ab3a9409d7ca1fafd15ad55e865545a,HAIR CARE,Brand 25,9f887d70141d2514965169514cc78518a81919b1,Retailer 789,INDEPENDENT,Q007,Distributor C,Exclusive,9.4,5.35,12,64.2,4.05,43.085106,-1.23
2023-11-06,Normal,QRA-004-23RT02011820-01,bbebdd88af689de02c3741a593928f9675f4b2df,SKIN CLEANSING,Brand 13,1393ad4a0aae8305259edbd1f81fd94a4f0f7b7b,Retailer 102,CHAIN,Q004,Distributor A,Exclusive,7.3,4.8,6,28.8,2.5,34.246574,-0.31
2021-08-18,Normal,QRA-007-21RT03014710-01,84192ee16f481d567b7dbbb47d9ea8b62232df99,HAIR CARE,Brand 7,cdeb8aa42abfc91413dd36b5d25516837f731ffb,Retailer 1023,WHOLESALER,Q007,Distributor C,Exclusive,5.6,4.85,12,58.2,0.75,13.392858,0.93
2024-10-14,Normal,QRA-004-24RT21005400-01,a7236b2c01090fe5ebad2ca4e6921f3e3cebeca8,SKIN CLEANSING,Brand 13,8c9cf78462fe727421cee082ccbf531cd8318c79,Retailer 704,INDEPENDENT,Q004,Distributor A,Exclusive,10.1,6.2,3,18.6,3.9,38.61386,-0.87
2024-08-13,Normal,QRA-004-24RT23002800-01,fb6c340b504aba87e68bd1d21adce13089b6f8fe,DEODORANTS & FRAGRANCES,Brand 21,4e0c601935c96d47573996260cd8890a32538d33,Retailer 400,INDEPENDENT,Q004,Distributor A,Exclusive,3.2,2.15,6,12.9,1.05,32.8125,-0.09
2023-05-23,Normal,QRA-003-23RT05006570-01,9968ec2073a0f49f744e7af8cc26e1d385fbf55e,COOKING AIDS,Brand 12,47007f559dfa65b7d3930ab1e68325bdffd4ace6,Retailer 360,INDEPENDENT,Q003,Distributor D,Selective,3.2,2.9,10,29.0,0.3,9.375,0.66
2021-05-31,Normal,QRA-003-21RT01010490-01,b40f6923e8cd6ea6552bab9bb1db7549f59124ba,BEVERAGES,Brand 30,241abc9502c0ac90e9938a269dbfa9a2bbc54ef7,Retailer 192,CHAIN,Q003,Distributor D,Selective,5.6,3.65,8,29.2,1.95,34.82143,-0.27
2023-10-19,Normal,QRA-007-23RT04013510-01,f57b90fb48adf34f3cc4168ca5195ffe14d0f0a7,HAIR CARE,Brand 25,9f887d70141d2514965169514cc78518a81919b1,Retailer 789,INDEPENDENT,Q007,Distributor C,Exclusive,9.7,5.95,12,71.4,3.75,38.659794,-0.84
2021-02-03,Normal,QRA-004-21RT01002740-01,388fbe9ad707f8818f9e73c2ba03a99d92dbb8a9,SKIN CLEANSING,Brand 7,3af23f85526727815c705b4a22de590a60c37cf8,Retailer 299,HEALTH AND BEAUTY,Q004,Distributor A,Exclusive,10.0,5.35,240,1284.0,4.65,46.5,-1.65
2024-10-10,Normal,QRA-007-24RT25006570-01,910ca1ad7e298a7ca4d8539f067f428a36e6238c,HAIR CARE,Brand 7,0c0a5d4293715c25c66720e74c9d238ff1016f59,Retailer 57,INDEPENDENT,Q007,Distributor C,Exclusive,5.7,5.05,6,30.3,0.65,11.403509,1.06
2023-04-20,Normal,QRA-007-23RT03006680-01,f2db2c8f8efc6e32887f3b6cd803c1febcc2564b,HAIR CARE,Brand 7,2f5a09581f71d9cdda0eb05797694936a0adeee3,Retailer 243,INDEPENDENT,Q007,Distributor C,Exclusive,11.4,8.1,3,24.3,3.3,28.947369,0.12
2022-04-05,Normal,QRA-004-22RT01003990-01,d6aa4512fd6e06a094e9b6362b780ddb2cb56075,SKIN CLEANSING,Brand 17,97e86abf2aee0dd2e4982f0b47ecf6dcfd7cc77b,Retailer 755,CHAIN,Q004,Distributor A,Exclusive,4.2,2.55,12,30.6,1.65,39.285713,-0.39
2023-11-21,Normal,QRA-006-23RT04015440-01,743de19d969bf6c86606656d23c1d2ebd5d1e94d,FABRIC CARE,Brand 2,b1d9a1d1e2ab495dafc40ba78dcdfa07b9d26c65,Retailer 891,INDEPENDENT,Q006,Distributor B,Direct,12.6,12.35,8,98.8,0.25,1.9841269,3.53
2024-04-08,Normal,QRA-006-24RT06005230-01,0960ce8c444664d324777bb344b53fc8e6144ed3,FABRIC CARE,Brand 2,fd10ab8267ea992bf37c0ca7efd0d14004071cb6,Retailer 1265,INDEPENDENT,Q006,Distributor B,Direct,7.3,7.1,8,56.8,0.2,2.739726,1.99
2023-12-05,Normal,QRA-004-23RT03019490-01,93be180f4b914ed3bf2c7dfb8971fb5800314102,SKIN CLEANSING,Brand 17,2f5a09581f71d9cdda0eb05797694936a0adeee3,Retailer 243,INDEPENDENT,Q004,Distributor A,Exclusive,8.9,5.7,3,17.1,3.2,35.955055,-0.53
2024-03-05,Normal,QRA-007-24RT06003390-01,6c4f7f899e2d7af4b132054a749926c81d618b58,HAIR CARE,Brand 7,bc7410348ad3d33a2f2cecf59205d470668e272d,Retailer 938,INDEPENDENT,Q007,Distributor C,Exclusive,5.7,5.05,3,15.15,0.65,11.403509,1.06
2021-12-22,Normal,QRA-004-21RT12005870-01,49eaebaa6005c3d47541299bd9ce5d4e075c5494,SKIN CLEANSING,Brand 17,435f5b306a4ca36a9fea82908c391724feb1401f,Retailer 344,HEALTH AND BEAUTY,Q004,Distributor A,Exclusive,2.6,1.8,72,129.6,0.8,30.76923,-0.02
2024-11-04,Normal,QRA-006-24RT22008020-01,6bcef68babe7dbbda74cbdfece418cb01ae14c7b,FABRIC CARE,Brand 2,47007f559dfa65b7d3930ab1e68325bdffd4ace6,Retailer 360,INDEPENDENT,Q006,Distributor B,Direct,1.7,1.6,32,51.2,0.1,5.882353,0.41
2024-11-07,Normal,QRA-007-24RT21006480-01,e230425a84b744ac47ed5b02522c92b37a3788b9,SKIN CARE,Brand 28,8c9cf78462fe727421cee082ccbf531cd8318c79,Retailer 704,INDEPENDENT,Q007,Distributor C,Exclusive,5.9,5.5,4,22.0,0.4,6.779661,1.37
2024-02-20,Normal,QRA-004-24RT06002660-01,99a5bcd145443a0624c7c76c8d6f90d9d3e20639,SKIN CLEANSING,Brand 7,fd10ab8267ea992bf37c0ca7efd0d14004071cb6,Retailer 1265,INDEPENDENT,Q004,Distributor A,Exclusive,10.0,5.8,6,34.8,4.2,42.0,-1.2
2021-07-13,Normal,QRA-004-21RT01013080-01,fd4f6c76cd1c6775695c6371c69774e756d839ad,SKIN CLEANSING,Brand 7,1393ad4a0aae8305259edbd1f81fd94a4f0f7b7b,Retailer 102,CHAIN,Q004,Distributor A,Exclusive,10.0,5.35,6,32.1,4.65,46.5,-1.65
2022-04-29,Normal,QRA-004-22RT06006060-01,8a9498ffff7c2983b5b4e2765890a4f1a6252a9c,SKIN CLEANSING,Brand 7,164aba53dbb6b96e81111d120b37103c2ff9f688,Retailer 116,INDEPENDENT,Q004,Distributor A,Exclusive,3.7,2.55,6,15.3,1.15,31.081081,-0.04
2023-01-09,Normal,QRA-003-23RT05000410-01,2b2c3c80721383c90f439c7942a483217591de04,SCRATCH COOKING AIDS,Brand 12,cd4b8c7df6cff3aac2a6731030bdd2d2fadb1f5a,Retailer 1019,INDEPENDENT,Q003,Distributor D,Selective,2.1,2.0,12,24.0,0.1,4.7619047,0.53
2024-03-14,Normal,QRA-004-24RT01001900-01,3855ec13a53c386ba2fd9591b537fbff9c8be35d,SKIN CLEANSING,Brand 7,6fd541a3ce6a4cf6915a08398917e74bf1f9d792,Retailer 560,INDEPENDENT,Q004,Distributor A,Exclusive,10.0,5.65,12,67.8,4.35,43.5,-1.35
2024-01-03,Normal,QRA-004-24RT05000140-01,6a308a275fe2c3e7e3243b0dfa5c3b0afead86db,SKIN CLEANSING,Brand 17,8cd7595bf37edbf6d6df8829f0c3fa988c08a201,Retailer 705,INDEPENDENT,Q004,Distributor A,Exclusive,5.9,3.95,5,19.75,1.95,33.050846,-0.18
2024-02-20,Normal,QRA-006-24RT03002690-01,990eb616ab2dce5c4a8b0fe68f289949669800d8,FABRIC CARE,Brand 2,379c04943cc7094922ce4249e8429464f77523d7,Retailer 285,INDEPENDENT,Q006,Distributor B,Direct,12.6,8.35,6,50.1,4.25,33.73016,-0.47
2021-06-21,Normal,QRA-004-21RT03010440-01,d0b0f323155afe4ba4f7584d2fdaf27693e521b6,SKIN CLEANSING,Brand 13,4e0c601935c96d47573996260cd8890a32538d33,Retailer 400,INDEPENDENT,Q004,Distributor A,Exclusive,9.6,5.6,3,16.8,4.0,41.666668,-1.12
2022-03-23,Normal,QRA-006-22RT10004650-01,f8d7cc6a0deb1163cfb90476b74db43e091f374c,FABRIC CARE,Brand 2,07c301cca55f5773607d27ee27b2d7646c0c6bbc,Retailer 33,INDEPENDENT,Q006,Distributor B,Direct,1.6,1.25,24,30.0,0.35,21.875,0.13
2022-09-12,Normal,QRA-004-22RT01010810-01,18256b66d1a0822bebfb417001f848a5b78bab9e,DEODORANTS & FRAGRANCES,Brand 21,07f317691c49caf14ac0beab7f4c68bf71858a13,Retailer 37,CHAIN,Q004,Distributor A,Exclusive,3.5,1.6,12,19.2,1.9,54.285713,-0.85
2023-09-13,Normal,QRA-007-23RT10014090-01,45c68e33aa34208611d64658686a0018bfd56872,HAIR CARE,Brand 25,f00ff95f606b2860c811733f6337d7070d700bb6,Retailer 1195,INDEPENDENT,Q007,Distributor C,Exclusive,6.4,3.85,6,23.1,2.55,39.84375,-0.63
2023-02-20,Normal,QRA-007-23RT05002150-01,9b0d13b6404123edf8f223c34545eedae66ceebe,HAIR CARE,Brand 7,8c9cf78462fe727421cee082ccbf531cd8318c79,Retailer 704,INDEPENDENT,Q007,Distributor C,Exclusive,7.5,6.05,3,18.15,1.45,19.333334,0.8
2023-02-20,Normal,QRA-007-23RT04002310-01,7837b371e7f56f9b7de370eb367323e1f6f10613,HAIR CARE,Brand 25,df993f921fdaa5d3a186f4dae4a1b7f67335bf82,Retailer 1120,CHAIN,Q007,Distributor C,Exclusive,9.7,5.95,3,17.85,3.75,38.659794,-0.84
2022-02-14,Normal,QRA-003-22RT09000900-01,4765a9082c6ca014756c87bfe5fe9c5a97deb47f,SCRATCH COOKING AIDS,Brand 12,8587b85ce74c476cd282b371abb0cd55a5a2e94a,Retailer 678,CHAIN,Q003,Distributor D,Selective,3.1,3.05,30,91.5,0.05,1.6129032,0.88
2022-07-22,Normal,QRA-004-22RT03011570-01,2a59b3983379a9c6e097969ff582d5e496b18cc6,SKIN CLEANSING,Brand 13,a14145ba6cf0196080f712e4e821b5184eddfe7e,Retailer 796,INDEPENDENT,Q004,Distributor A,Exclusive,10.1,5.45,3,16.35,4.65,46.039604,-1.62
2021-10-19,Normal,QRA-003-21RT02004520-01,623a2a3f0ac3f107954494f9cd2bdbf96533bb8d,BEVERAGES,Brand 30,034ba7dd7440136b9ebfdafc827233a50796468e,Retailer 21,INDEPENDENT,Q003,Distributor D,Selective,10.7,9.4,8,75.2,1.3,12.149532,1.91
2023-05-19,Normal,QRA-007-23RT02005290-01,f57b90fb48adf34f3cc4168ca5195ffe14d0f0a7,HAIR CARE,Brand 25,a6ec79a3ca7335835643015f94cf07516babe5a3,Retailer 832,CHAIN,Q007,Distributor C,Exclusive,9.7,5.8,3,17.4,3.9,40.206184,-0.99
2024-04-02,Normal,QRA-007-24RT02003320-01,96e3738eed0e768fab5d10d9acc8a7f0536d801d,SKIN CARE,Brand 28,97e86abf2aee0dd2e4982f0b47ecf6dcfd7cc77b,Retailer 755,CHAIN,Q007,Distributor C,Exclusive,5.9,4.85,4,19.4,1.05,17.79661,0.72
2022-09-23,Normal,QRA-004-22RT03015010-01,fde835bc67256ea541c7f0c34e9ece19fd7dbab8,SKIN CLEANSING,Brand 7,4510fc5bb2e9d18a2212d44f110eef62e96ce9ca,Retailer 351,INDEPENDENT,Q004,Distributor A,Exclusive,10.0,5.8,6,34.8,4.2,42.0,-1.2
2023-07-17,Normal,QRA-004-23RT02007660-01,a7cbc2e4bbc131f42ce8ee7d92bede35a9655b66,SKIN CLEANSING,Brand 17,1393ad4a0aae8305259edbd1f81fd94a4f0f7b7b,Retailer 102,CHAIN,Q004,Distributor A,Exclusive,5.9,3.95,6,23.7,1.95,33.050846,-0.18
